majorSeq,major,interest,property,schoolName,공통과목,일반선택과목,진로선택과목,lClass,class_type
309,시각디자인학과,"다양한 분야의 예술과 사상을 접하여 안목을 넓히는 것이 좋습니다. 상상력과 감성이 풍부한 사람, 무언가를 만들어 내는 일을 즐기는 사람과 어울립니다. 특히 창의적인 관심도가 중요한 학과입니다. 또한 사물에서 느끼는 이미지를 시각적으로 표현할 수 있는 능력이 요구되며 현대 산업사회가 다양하고 광범위하게 때문에 이에 부응하기 위한 예술적 기량이 필요합니다.","시각적 표현과 함축적 메시지의 전달을 목적으로 한모든 디자인을 총칭하는 것인 만큼 다양한 영역에서 활동할 수 있습니다. 즉, 시각디자인은 그 범위가 넓어서 다양한 세부 전공을 포함하고 있습니다.  정보화 혁명에 따라 기존의 인쇄 매체 중심의 그래픽 디자인에서 영상, 멀티미디어 등으로 사회에서 요구되는 시각 디자이너의 활동 범위도 폭 넓게 변화하고 있습니다.",경희사이버대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
10024,실내디자인학과,"정해진 공간을 아름다고 새롭게 디자인하기 위해서는 남과 다른 아이디어를 가지고 있어야 합니다. 실내디자인 자체를 좋아하고 새로운 공간을 만드는데 흥미를 가져야 합니다. 기본적인 디자인 능력을 보유해야 하고, 실내디자인의 흐름이 계속 바꾸고 있어서 실내건축과 디자인 분야의 변화 흐름을 읽을 수 있어야 합니다.","실내 디자인의 영어식 표현은 인테리어 디자인인데요, 주로 영어식 표현으로 많이 불립니다. 실내 디자인은 공간 디자인, 환경 디자인, 리빙 디자인이라고도 불립니다. 사회 경제적인 발전에 따른 문화 및 생활 수준의 향상은 실내 공간의 디자인에 대한 일반인의 관심과 이해의 증가로 이어지고 있습니다. 앞으로 실내 디자인에 대한 수요는 늘어날 것으로 전망됩니다. ",건국대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
329,실용음악학과,음악 전반에 대한 관심과 함께 대중음악 등 다양한 실용음악 장르와 문화 예술 분야에 관심이 있는 학생에게 적합합니다. 다양한 음악 이론과 실기 수업을 소화하기 위한 지적 능력과 성실성이 요구됩니다. 또한 기본적으로 악보를 볼 수 있는 능력이 필요하기 때문에 피아노를 연주하거나 합창단 같은 음악 활동을 하는 것이 도움이 됩니다.,"실용음악과는 가요 등의 대중음악을 비롯하여 영화음악, 광고음악, 방송음악, 공연음악 등 우리 주변에서 흔히 접할 수 있는 각종 실용음악에 대한 이론과 창작, 연주기법 등을 공부하게 됩니다. 대중음악의 독자성과 창의성이 창출되도록 유도하고, 전통과 현대 대중음악과의 접목을 시도함으로써 음악 세계에 실험적 접근을 꾀하는 이 학과는 K-POP의 영향으로 인기가 계속 지속될 전망입니다.",강서대학교,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평",예체능계열,예체능계열
352,연극영화학과,"연극ㆍ영화는 종합예술이므로 미술, 음악, 무용, 문학, 건축, 연극, 어학, 심리학, 사회학 전반에 걸친 지식과 관심이 있어야 합니다. 또, 재학 중에 실습을 통하여 작품 연구에 할애하는 시간이 많아 인내심이 필요하며, 자신의 개성을 제작 팀원들과 조화시킬 줄 알아야 합니다.",중ㆍ고등학교 학생들에게 직업의 선호도 조사를 하면 매년 어김없이 나오는 직업은 연예인입니다. 이렇듯 연예인과 밀접한 관련이 있는 이 학과는 경쟁률이 높으며 앞으로 이 학과의 인기는 의심의 여지가 없이계속될 전망입니다. 더불어 이 학과와 관련된 직업들은 연극배우와 영화배우를 같이 할 수 있는 것처럼 고정적이지 않고 동시에 여러 직업을 가질 수 있는 장점이 있습니다.,건국대학교,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평",예체능계열,예체능계열
369,예술학과,"아름다음을 표현하고 만들어내는 창작 활동 자체에 흥미를 갖어야 합니다. 연극, 음반, 영상물 등 어떠한 매체이든 예술 자체를 즐길 수 있는 사람에게 적합합니다. 예술의 창작 활동은 혼자 하는 경우도 있지만 여러 사람들과 함께 하는 경우가 많습니다. 사람들과 잘 어울리고 자신의 주장을 설득력 있게 전달할 수 있어야 합니다.","예술학과로 개설된 대학도 있지만, 공연예술학부, 공연예술전공, 게임엔터테인먼트학과, 고영방송연예학과, 고영영상학부 등 다양한 이름으로 주요 대학에서 전공을 개설하고 있습니다. 예술분야의 영역 자체가 다양하고, 동양과 서양, 전통과 현대 등 다양한 분야로 전공이 세분화되는 특성이 있습니다. ",광운대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
396,음악학과,"풍부한 음악적 감수성과 창의력을 위해 평소 영화, 연극, 뮤지컬, 문학 등 다양한 문화예술 장르에 관심을 가지면 도움이 됩니다. ‘음악’ 관련 전공자들은 풍부한 음악적 재능과 함께 장시간의 꾸준한 연습을 이겨 낼 수 있는 인내력과 성실함도 많이 필요합니다. 또한 오페라나 예술가곡의 대부분이 유럽에서 기원하였기 때문에 이태리어, 불어 등 외국어 대한 능력이 요구됩니다.","음악 분야는 크게 악기 연주, 성악, 작곡 등으로 나눌 수 있고, 서양 음악뿐만 아니라 우리 전통 음악인국악, 그리고 방송, 영화, 가요 등을 연주ㆍ작곡하는실용 음악까지 그 영역이 다양합니다, 음악이 많은 사람들의 삶의 일부인 것처럼 음악학과는 이러한 사람들의 욕구를 충족시키기 위해 지속될 수밖에 없습니다",강서대학교,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평",예체능계열,예체능계열
21019,응용미술학과,그림을 그리고 새로운 것을 만드는 것 자체를 좋아해야 합니다. 시대 변화에 따라서 사용되는 재료나 캔버스의 변화를 이해할 수 있어야 합니다. 미술에 대한 전문적인 식견을 가지고 자신의 작품을 만들 수 있는 능력이 있어야 합니다.,"응용 미술은 순수 미술과 대비되는 영역으로 실용 미술, 즉 실생활에 쓰이는 미술을 뜻하는 용어로 주로 사용되며 디자인을 포함합니다. 응용미술학과에서는 순수한 미적 탐구와 더불어 미술과 디자인에 관한 이론적ㆍ실천적인 교육이 이루어지고 있습니다. 대학에 따라서 세부적인 교육과정을 다양하게 운영합니다.
",건국대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
452,작곡과,"창의적인 일을 하는 것을 좋아하고 감수성이 풍부한 사람에게 적합합니다. 더불어 작곡은 문학과 마찬가지로 다양한 학문이 상호작용하여 작품으로 완성되는 것이므로 다양한 학문적 관심을 갖는 것이 좋습니다. 또, 소리를 느끼고 판단하는 능력, 즉 음감이 좋아야 합니다. 그러기 위해서는 많은 청각적인 체험, 다시 말하면 평소에 음악을 많이 듣고 연주한 경험이 필요합니다","작곡과는 크게 작곡전공, 이론전공, 그리고 지휘전공으로 나뉘어집니다. 작곡과는 작곡에 관한 이론과 기법뿐만 아니라 음악학을 연구하여 유능한 작곡가, 음악학자 및 지휘자로 성장할 수 있습니다.",경희대학교,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평",예체능계열,예체능계열
507,조소학과,"예술가에게는 풍부한 상상력과 창의력은 물론, 그것을 특유의 미적 표현 양식으로 만들어 내고자 하는 열정이 필요합니다. 조소를 전공하려는 학생들은 미술과 문화 전반에 대한 관심과 열정, 그리고 최소한 실기 능력을 갖추어야 합니다. ","최근 조소학과에서는 조소라는 한정된 학과개념에서 벗어나 입체 설치, 환경이라는 새로운 개념으로 확장시켜가는 경향이 있습니다. 회화나 조각이란 분야가 고유한 자신의 영역을 넘어서서 다른 분야와 통합되고 있습니다. 사용하는 재료도 디지털 소재까지 포함하여 다양해지고 있습니다.",동국대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
508,조형디자인학과,"사물을 면밀히 관찰하고 독창적으로 생각하며 창의적으로 표현하는 것을 좋아하는 사람에게 적합합니다. 또, 3차원의 공간에 표현하는 일이므로 공간 지각력이 요구되며, 다양한 재료를 발굴한 줄 아는 능력이 필요합니다. 실습을 하면서 작품연구에 할애하는 시간이 많기 때문에 학과수업 이외의 시간과 노력을 투자할 수 있는 인내심이 필요합니다.","현대 미술에서는 입체 작업이 차지하는 비중이 점점 커짐에 따라 조형의 중요성도 점차 확대되고 있습니다. 또, 현대 조각에는 철강, 알루미늄, 플라스틱유리 등을 비롯하여 더욱 새로운 감각의 재료들이 이용되고 있습니다. 이렇듯 현대 기술의 발달로 새로운 재료와 기법을 발굴하기 위한 노력들은 계속될 전망입니다.",고려대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
552,체육학과,"운동하기를 좋아하고 스포츠 관련 학문에 관심이 많으면 좋습니다. 체육 분야를 전공하려면 각종 운동 종목을 습득할 수 있는 운동 자질이 있어야 하며, 훈련을 감당해 낼 체력이 필요합니다. 또, 한 종목 이상의 특기를 기르기 위해 재학 중에 많은 양의 연습과 훈련이 필요하므로 학과 수업 이외의 시간과 노력을 투자할 수 있는 끈기와 인내심이 필요합니다.","체육은 현대인들의 건전한 여가생활 및 고령화 사회에서 삶의 질을 높이는 데 결정적인 역할을 합니다. 또, 올림픽이나 월드컵 같은 국제적인 스포츠 행사를 통해 스포츠의 대중화와 경기력 향상을 위하여 스포츠 과학과 관련된 최신 정보를 제공합니다. 최근 중요시되는 성인병 예방과 건강관리를 위한 생활체육 및 건강 정보를 소개하여 체육 전문인, 일반인들에게 유익한 내용을 전달합니다. 그러므로 체육학과의 중요성은 앞으로 더욱 부각될 예정입니다.",광운대학교,"체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구",예체능계열,예체능계열
566,커뮤니케이션디자인학과,"커뮤니케이션디자인의 핵심은 남과 다른 독자적인 창의성에 있습니다. 새로운 아이디어를 낼 수 있는 사람에게 적합합니다. TV, 웹, SNS 등 다양한 미디어를 활용할 수 있는 능력이 있어야 합니다. 디지털 첨단 미디에 대한 이해와 활용능력을 갖추어야 합니다.",현대 사회에는 산업과 학문이 융합하는 시대입니다. 다양한 미디어 가운데 어느 미디어가 가장 효과적이지 메시지를 잘 전달할 수 있는지 단정할 수 없습니다. 커뮤니케이션디자인학과에서는 특정한 미디어에 얽매이지 않고 다양한 디자인 방식을 아울러 공부할 수 있습니다.,건국대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
575,컴퓨터디자인학과,디자인을 분야를 전공하는 사람은 색채감각과 미적 감각을 갖추고 있어야 합니다. 전문적으로 컴퓨터를 다루는 전공은 컴퓨터를 비롯한 정보기술의 다양한 매체를 활용하는데 능력해야 합니다. 변화하는 정보기술과 디자인 흐름을 계속 학습할 수 있어야 합니다.,"컴퓨터디자인 분야는 컴퓨터, 그래픽, 기획, 인터넷, 디자인 등의 기술과 정보가 유기적으로 결합되어 있습니다. 컴퓨터를 비롯한 정보통신 기술과 정보에 대한 이해가 중요합니다. 현대사회에서는 컴퓨터디자인 전공이 아니라도 디자인에 관심을 갖는 사람이라면 정보통신 기술과 정보의 활용은 기본입니다.",명지대학교 인문캠퍼스,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
10156,패션디자인학과,"패션에 대한 남다른 흥미가 있고 모든 사물에 내재된 고유한 아름다움을 발견할 수 있는 미적 감수성과 추상적인 이미지를 실현시키는 것에 즐거움을 느끼는 사람에게 적합합니다. 패션디자인을 전공하기 위해서는 색채에 대한 감각과 조합 능력이 필요합니다. 또, 감각을 구체적으로 표현하는 일에도 능숙해야 합니다.","‘패션디자인과’라고 하면, 일반 사람들은 흔히 옷을 만드는 학과라고들 생각합니다. 하지만 패션 디자인에는 옷을 디자인하는 분야만 있는 것이 아니라, 새로운 직물을 고안하는 직물 디자인과 액세서리 디자인, 가방 디자인, 신발 디자인, 그리고 제품 디자인 등이 포함됩니다. 모자 디자이너로 유명한 필립 트레이시(Philip Treacy)가 좋은 예입니다. 유명한 디자이너들 대부분이 남성인 만큼 패션 디자인 분야에는 남녀구분이 없고, 패션을 중시하는 시대적인 흐름에 맞추어 패션디자인학과의 인기는 지속될 전망입니다.",건국대학교,"사회, 체육ㆍ예술","사회교과 : 경제, 사회ㆍ문화, 생활과 윤리<br>체육ㆍ예술교과 : 미술","미술 창작, 미술 감상과 비평, 지식 재산 일반, 사회문제 탐구",예체능계열,예체능계열
612,피아노학과,"피아노 연주를 즐기고 피아노와 평생 함께 할 생각이 있는 사람들에게 어울리는 전공입니다. 피아노 연주에 대한 전문지식과 실기 능력, 그리고 음악적 소양이 있는 사람이 잘 할 수 있습니다. ","피아노는 서양음악을 이해하는데 있어 가장 기본이 되며 우리나라 음악교육의 중심이 되는 악기입니다. 피아노는 독주 분야 뿐 아니라 성악반주, 기악반주, 무용반주, 실내악 앙상블 등 연주의 거의 모든 분야에서 필수적으로 사용되고 있으며 문화예술에 대한 관심 증대로 인해 그 사회적 수요가 증가하고 있습니다. 특히 우리나라의 피아노 연주 수준은 세계적으로 인정받고 있으며 다양한 분야에서 피아노를 활용하고 있습니다.",강서대학교,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평",예체능계열,예체능계열
633,해양스포츠학과,물과 함께 하는 해양 스포츠를 즐겨야 합니다. 오랫 시간 동안 물과 함께 하는 일이 즐거운 사람들에게 어울립니다. 여러 사람들과 어울리고 상대방의 이야기를 잘 들을 수 있어야 합니다. 그리고 자신의 주장을 상대방에게 잘 전달할 수 있어야 합니다. ,"해양스포츠학과에서는 크게  세 가지 진로 트랙이 있습니다. 첫째, 수영을 비롯한 해양 스포츠를 일반인들에게 강습하는 분야입니다. 생활체육지도사 자격을 취득해야 합니다. 둘째, 운동처방이나 스포츠 재활 분야를 전문으로 하는 길입니다. 건강운동관리사 자격을 취득하고 운동처방이나 재활관련 공부를 해야 합니다. 셋째, 스포츠 경영분야에서 일하는 길입니다. 스포츠경영관리사 자격을 취득하고 스포츠 마케팅 분야의 공부를 해야 합니다.",국립부경대학교,"체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구",예체능계열,예체능계열
657,환경디자인학과,"공간관계나 위치를 잘 파악할 수 있는 공감 감각이 있어야하고, 미적 감각도 좋아야 합니다. 공간 디자인 작업은 고객의 의견을 듣고 팀원들과 함께 일하는 경우가 많습니다. 사람들과 자신의 의견을 원활하게 전달할 수 있어야 합니다. 디자인에 대한 전문적 지식과 분석력을 갖추어야 전공을 공부하는데 유리합니다.","환경디자인의 영역은 매우 광범위하고 현대 도시 생활과 관련이 많습니다. 쾌적한 생활을 할 수 있는 환경을 종합적으로 계획ㆍ설계하는 일이 환경디자인입니다. 주택이나 건물뿐만 아니라 도로, 공원, 학교 등을 종합적으로 설계하는 일이 환경디자인에 속합니다.  ",국민대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
660,환경조각학과,예술적 소양과 미적 감각이 있어야 합니다. 미술 자체를 좋아하고 조각하는 일 자체를 즐길 수 있는 사람에게 어울리는 학과입니다. 남과는 다른 아이디어를 가지고 새로운 작품을 만들 수 있는 창의력이 있어야 합니다.,"환경조각학은 환경과 미술을 함께 고려합니다. 예술 작품이 가진 미적 가치를 중시할 뿐 아니라 미술품이 사회에서 차지하는 사회적 역할에 대해서도 중요시 합니다. 환경이 파괴되고 사람의 삶이 점점 어려워지는 상황에서 인간과 자연, 그리고 인간과 인간이 다함께 살아갈 새로운 미래를 고민하는 전공입니다.",서울시립대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
663,회화학과,"그림 그리기 자체를 즐기고 창의적이고 사고를 할 수 있는 사람에게 어울리는 전공입니다. 오랜 시간 그림 작업에 몰두할 수 있는 참을성이 있어야 합니다. 회화의 새로운 기법을 이해할 수 있어야 하고, 회화 자체에 대한 전문적인 지식과 실력을 갖추어야 합니다.",회화는 기본적으로 여러 가지 선이나 색채로 평면상에 형상을 그려 내는 조형미술이며 그 역사는 미술의 역사에 버금갈 정도로 깊은 연륜을 자랑합니다. 기초과정에서는 기본실기 및 이론교육을 통해 개인의 창작과 표현능력을 극대화시켜야 합니다. 전공 및 심화과정에서는 기초과정의 축적된 지식과 표현능력을 바탕으로 폭넓고 개성적인 표현 실습을 통하여 미술가로서의 전문적인 자질을 육성해야 합니다.,국민대학교,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",예체능계열,예체능계열
