lClass,facilName,majorSeq,mClass,totalCount
공학계열,"건설·도시공학부 도시공학전공,건설융합학부 도시공학전공,건설환경도시공학부,건축도시토목공학부(도시공학전공),그린스마트시티학과,도시・환경・화학공학과,도시·교통공학전공,도시·조경학부(도시계획공학전공),도시건설공학과,도시건설공학전공,도시계획공학과,도시공학과,도시공학전공,도시디자인정보공학과,도시인프라공학과,도시정보공학과,도시정보공학전공,도시환경공학과,도시환경공학부,도시환경바이오공학부,디지털건축도시공학과,디지털도시건설학과,물류・환경・도시인프라공학부(건설공학전공),사회기반시스템공학부(도시시스템공학전공),사회인프라공학과,스마트건설・환경공학부,스마트도시학부,스마트시티공학과,스마트시티공학부,스마트시티공학전공,스마트시티융합학과,스마트시티전공,스마트시티학과,융합전공학부 도시공학-국제도시개발학 전공,융합전공학부 도시공학-도시부동산기획경영학 전공,지구환경도시건설공학과,토목도시환경공학부",118,도시공학과,304
예체능계열,"도예ㆍ유리과,도예과,도예학과,도자공예학과,도자디자인전공,도자디자인학과,도자문화융합디자인학과,도자예술전공(신),문화콘텐츠학부(가구・도자디자인전공),미술학과 도자예술전공",121,도자기공예학과,304
인문계열,"독어독문전공,독어독문학과,독어독문학전공,독어독문화학과,독어독문화학전공,독일문화산업전공,독일문화전공,독일문화학과,독일어과,독일어권지역학전공,독일어문·문화학과,독일어문화학,독일어문화학과,독일어문화학부,독일어전공,독일어통번역학과,독일언어・문화학과,독일언어문학과,독일언어문화전공,독일언어문화학과,유럽문화학부(독일어문학전공),유럽언어문화학부(독일어문화학전공),유럽학부(독일언어문화전공)",122,독어독문학과,304
교육계열,"독어교육과,독일어교육과,독일어교육전공,유럽어교육학부 독어교육전공",123,독일어교육과,304
인문계열,"독일문화콘텐츠전공,독일유럽학과,독일학과,독일학전공,유럽중남미학부 독일학전공",124,독일학과,304
자연계열,"동물바이오시스템과학과,동물산업융합학과,동물생명과학대학 사료생산공학과,동물생명산업학과,동물생명융합학부,동물생명자원과학과,동물생명자원학과,동물생명자원학부,동물생명자원학부 동물생명공학전공,동물소재공학과,동물응용과학과,동물응용과학전공,동물자원과학과,동물자원과학부,동물자원과학전공,동물자원생명과학과,동물자원학과,동물자원학부,반려동물산업학과,반려동물학과,생명자원학부 동물생명공학전공,애완동물자원학과,애완동물학과",126,동물자원학과,304
예체능계열,"동양화과,동양화전공,미술학부 한국화전공,미술학부(한국화전공),서예・문자예술학과,서예디자인학과,서예문화예술학과,한국화·서예학과,한국화전공,현대한국화전공,회화학부(한국화전공)",128,동양화과,304
예체능계열,"AI콘텐츠디자인학과,Art & Design대학,ICT디자인학부,LF_라이프스타일디자인,기초교양대학(예체능),디자인・미술학부,디자인ㆍ영상학부,디자인게임애니메이션학부,디자인계열,디자인공학과,디자인과,디자인대학,디자인미술학과,디자인예술학부,디자인전공,디자인창의학과,디자인컨버전스학과,디자인학과,디자인학부,디자인학부 목조형가구디자인전공,디자인학부(신),디자인학전공,문화산업대학(예체능),바이오헬스융합학부 바이오헬스디자인전공,서비스디자인학과,스마트디자인학과,아트앤디자인학과,엔터테인먼트디자인학과,예술문화디자인학과,융복합디자인학부,융합디자인전공,융합디자인학과,인터미디어아트과,통합디자인학과",10149,디자인학과,304
예체능계열,"Digital Design학과,IT융합디자인공학과,게임그래픽학과,게임학부 게임그래픽디자인전공(미술계),디자인·영상학부 디지털미디어디자인전공,디자인공학부(미디어디자인공학전공),디자인영상학부,디자인학부 방송콘텐츠디자인전공,디지털디자인과,디지털미디어디자인전공,디지털미디어디자인학과,디지털미디어디자인학과(공학),디지털아트전공,디지털아트학전공,디지털융합디자인전공,디지털콘텐츠디자인학전공,디지털프로덕트디자인학과,멀티미디어디자인전공,멀티미디어디자인학과,멀티미디어디자인학전공,미디어디자인전공,미디어디자인학과,첨단미디어디자인전공",10150,디지털디자인학과,304
공학계열,"AI미디어콘텐츠학과,K-콘텐츠제작학과,게임ㆍ콘텐츠전공,게임학과(예체능),게임학부,디지털공연예술전공,디지털문화콘텐츠공학과,디지털문화콘텐츠학과,디지털문화콘텐츠학전공,디지털영상문화콘텐츠학,디지털컨텐츠학과,디지털콘텐츠,디지털콘텐츠공학과,디지털콘텐츠디자인학과,디지털콘텐츠전공,디지털콘텐츠학과,디지털콘텐츠학부,디지털콘텐츠학전공,미디어콘텐츠융합학부,스마트콘텐츠전공,영상콘텐츠융합전공,예술학부 디지털콘텐츠전공",532,디지털콘텐츠학과,304
인문계열,"노어과,노어노문학과,노어학과,러시아・터키중앙아시아학부(러시아언어통상전공),러시아어과,러시아어권지역학전공,러시아어문전공,러시아어문학,러시아어문학과,러시아어문학전공,러시아어전공,러시아어학과,러시아언어문화전공,러시아언어문화학과,러시아중앙아시아학과,외국어자율전공학부 러시아어전공,유럽문화학부(러시아어문학전공),유럽언어문화학부(러시아어전공)",132,러시아어문학과,304
인문계열,"글로벌지역학부 러시아ㆍ중앙아시아지역학전공,러시아・유라시아학과,러시아・중앙아시아학전공,러시아학과,러시아학전공,유럽중남미학부 러시아학전공",134,러시아학과,304
예체능계열,"골프산업전공,골프산업학과,골프생활체육학과,골프전공,골프학과,골프학전공,레저스포츠,레저스포츠관광전공,레저스포츠매니지먼트,레저스포츠산업학과,레저스포츠전공,레저스포츠지도학과,레저스포츠학과,레저스포츠학부,레저스포츠학전공,바둑학과,스마트경영학부 스포츠레저경영전공,스포츠레저산업학과,스포츠레저학과,스포츠레저학부,스포츠레저학전공,스포츠산업레저학과,운동레저학부,융합레포츠전공,응용스포츠산업전공,체육학부 레저스포츠학전공",10020,레저스포츠학과,304
공학계열,"AI로봇공학과,AI로봇융합전공,AI로봇학과,ICT로봇공학전공,기계・로봇공학전공,기계로봇공학과,기계로봇에너지공학과,드론・로봇공학과,로봇공학융합전공,로봇공학전공,로봇기계공학과,로봇드론공학과,로봇메카트로닉스공학과,로봇시스템공학전공,로봇학과,로봇학부,로봇학부 AI로봇전공,로봇학부 정보제어ㆍ지능시스템전공,메카트로닉스공학부(AI로봇전공),바이오-로봇시스템공학과,스마트융합공학부 로봇융합전공,전자공학부(제어로봇공학전공),전자로봇ㆍ보안학부(스마트융합보안전공),전자로봇ㆍ보안학부(전자로봇전공),제어로봇공학과,제어및로봇전공,지능로봇공학과,지능로봇학과,지능형로봇융합전공,휴먼・로봇융합전공,휴먼지능로봇공학과",10116,로봇공학과,304
예체능계열,"Animation학과,SW융합학부 애니메이션전공,게임・웹툰전공,게임디자인ㆍ애니메이션학과,국제예술ㆍ한국어학부 디지털만화애니메이션전공,글로벌예술학부(게임콘텐츠・애니메이션전공),글로벌웹툰콘텐츠전공,글로벌웹툰콘텐츠학과,디자인·영상학부 애니메이션전공,디자인·영상학부 영상·애니메이션전공,디자인애니메이션학부,디지털애니메이션학과,만화・애니메이션과,만화・애니메이션학과,만화게임영상전공,만화게임영상학과,만화애니메이션전공,만화애니메이션학과,만화애니메이션학부,만화애니메이션학전공,만화애니콘텐츠학과,미술만화게임학부,스마트영상애니메이션전공,아트앤웹툰전공,아트앤웹툰학과,아트앤웹툰학부,애니메이션&비주얼이펙트전공,애니메이션&웹툰전공,애니메이션과,애니메이션영상학과,애니메이션전공,애니메이션학과,애니메이션학전공,애니웹툰학부,영상/만화애니메이션전공,영상ㆍ애니메이션학부,영상애니메이션과,영상애니메이션학과,영상애니메이션학부,영상예술학과,영상제작학과,영화애니메이션학과,영화웹툰애니메이션학과,예술학부 디지털만화영상전공,웹툰・애니메이션과,웹툰ㆍ애니메이션학과,웹툰과,웹툰만화콘텐츠학과,웹툰애니메이션ㆍ게임학부,웹툰애니메이션학과,웹툰영상애니메이션학부,웹툰영상애니메이션학부(영상애니메이션전공),웹툰영상학과,웹툰영화학과,웹툰웹소설전공,웹툰전공,웹툰콘텐츠학과,웹툰학과,융합예술학부(영상애니메이션디자인학전공),카툰코믹스전공",144,만화애니메이션학과,304
자연계열,"말/특수동물학과,특수동물학과",10120,말특수동물학과,304
공학계열,"ICT융합학부(멀티미디어공학전공),글로벌미디어학부,디지털미디어공학부,멀티미디어공학과,멀티미디어공학전공,멀티미디어전공,멀티미디어정보학과,멀티미디어학과,멀티미디어학부,미디어콘텐츠학과,미디어학과,스마트미디어학과,융합미디어전공,정보통신·멀티미디어공학부(멀티미디어공학전공),출판미디어공학과,콘텐츠제작학과",149,멀티미디어학과,304
공학계열,"AI자동화설계공학과,Dept. of Mechatronics Engineering,기계・스마트・산업공학부(스마트팩토리전공),기계메카트로닉스공학과,기전융합공학과,나노메카트로닉스공학과,로봇·자동화공학전공,로봇공학과,로봇자동화공학과,메카융합공학과(야),메카트로닉스 융합공학부,메카트로닉스공학과,메카트로닉스공학부,메카트로닉스공학부(메카트로닉스전공),메카트로닉스공학전공,메카트로닉스시스템공학과,메카트로닉스전공,바이오메카트로닉스전공,바이오메카트로닉스학과,스마트모빌리티전공,스마트운행체공학과,스마트전력공학전공,스마트제조응용공학과,인공지능융합공학부 지능형로봇전공,자동화기계전공,자동화설계전공,자율제어전공,조기취업형계약학부 스마트팩토리융합학과,지능형로봇학과,첨단공학부  메카트로닉스전공,컴퓨터・메카트로닉스공학부",151,메카트로닉스공학과,304
공학계열,"모바일시스템공학과,모바일융합공학과,전자공학부모바일공학전공",10118,모바일시스템공학과,304
예체능계열,"목조형가구학과,미술학과 목조형가구전공,퍼니처디자인전공",155,목조형가구학과,304
예체능계열,"검도전공,검도학과,국제스포츠학부 태권도전공,동양무예학과,무도스포츠산업학과,무도스포츠학과,무도학부,무도학부 태권도전공,스포츠과학부 태권도전공,스포츠무도학과,유도학과,체육학부 태권도학전공,체육학부 합기도학전공,체육학부(태권도),태권도학전공",158,무도학과,304
사회계열,"K-비즈니스전공,Language & Trade전공,Language & Trade학부,경제무역학부,경제무역학부(무역학전공),관세물류전공,국제무역ㆍ경제금융학부(국제무역전공),국제무역경제학부,국제무역물류학전공,국제무역통상학과,국제무역학과,국제무역학전공,국제물류무역학과,글로벌무역물류학과,글로벌무역통상전공,글로벌무역학과,글로벌물류학과,글로벌비즈니스학부(국제물류학전공),무역경영학과,무역경제학부 무역물류학전공,무역물류경영학과,무역물류학과,무역물류학전공,무역유통학과,무역학과,무역학부,무역학전공,물류・무역전공,물류무역학과,비즈니스융합학부 무역ㆍ물류전공,산업유통학과,스마트무역물류학과,유럽학부(유럽지역통상전공),유통물류학과,해양경영경제학부(국제무역전공)",72,무역학과,304
예체능계열,"공연영상창작학부(무용전공),공연예술무용과,공연예술무용학과,공연예술학부 무용전공,공연융합예술학과 무용전공,무용,무용과,무용예술학과,무용예술학부,무용전공,무용학과,무용학부,무용학전공,민속무용학과,민속예술무용학과,발레전공,생활무용학과,스포츠무용학부 무용예술전공,실기과,실용무용전공,이론과(무용이론),창작과,창조공연예술학부 무용전공,한국무용전공,현대무용전공",162,무용학과,304
공학계열,"AI드론학부,ICT군사학부(드론봇전공),드론ㆍ로봇융합학과,드론ㆍ철도건설공학과,드론로봇공학과,드론로봇융합학과,드론응용전공,드론응용학과,드론전공,드론학과,무인기공학과,무인기산업학과,무인이동체공학전공,무인항공기계학과,무인항공기학과,무인항공학과,사이버드론봇군사학과,우주항공드론공학부(지능형드론융합전공),임무형드론운용전공,항공드론학과",21008,무인항공학과,304
인문계열,"국어국문・문예창작학과,국어국문·창작학과,국어국문문예창작학부,국어국문창작학과,국어국문창작학전공,문예창작과,문예창작미디어콘텐츠홍보전공,문예창작비평학과,문예창작학,문예창작학과,문예창작학전공,문예콘텐츠창작학과,문학문화콘텐츠학과,미디어문예창작전공,미디어문예창작전공 트랙,미디어문예창작학과,서사창작과,예술창작학부 문예창작전공,웹문예창작학과",164,문예창작학과,304
인문계열,"도서관학과,문헌정보전공,문헌정보학과,문헌정보학전공,복지서비스학부 아동문헌정보전공,사회과학부 문헌정보학전공,인문콘텐츠학부 문헌정보학전공,점자문헌정보학과",166,문헌정보학과,304
인문계열,"고고문화인류학과,고고인류학과,문화산업경영융합전공,문화유산학과,문화유산학부,문화인류고고학과,문화인류학과,문화인류학전공,문화지식융합학부,문화지식융합학부 HCI사이언스전공,문화지식융합학부 글로벌MICE전공,문화지식융합학부 데이터사이언스전공,문화지식융합학부 문화예술경영전공,문화지식융합학부 커뮤니케이션콘텐츠전공,민속학과,선도문화학과,역사・문화학전공,인류학과,한국문화・통상전공",424,문화인류학과,304
인문계열,"무형유산학과,문화유산복원예술학과,문화유산융합학부,문화재관리학과,문화재보존과학과,문화재보존예술학과,문화재보존학과,문화재학과,문화재학전공",10030,문화재보존학과,304
인문계열,"e스포츠산업학과,K-Culture학과,K-남도문화학과,SW융합학부 한일문화콘텐츠전공,공간문화컨텐츠학과,공연전시기획학과,교육문화전공,글로벌문화산업경영학과,글로벌문화콘텐츠학과,글로벌문화콘텐츠학전공,글로벌한국어문화학부(K-컬처앤테크전공),글로컬문화스토리텔링융복합전공,글로컬문화학부,디지털영상문화콘텐츠학과,문화・미디어전공,문화ICT융합전공,문화교류전공,문화기획학전공,문화서비스학전공,문화예술경영학과,문화예술콘텐츠학과,문화예술학과,문화예술학부(문화콘텐츠전공),문화예술학부(미디어문예창작전공),문화융합콘텐츠학과,문화콘텐츠개발전공,문화콘텐츠문화경영학과,문화콘텐츠전공,문화콘텐츠테크놀러지,문화콘텐츠학과,문화콘텐츠학과(인문과학대학),문화콘텐츠학부,문화콘텐츠학전공,문화테크노학과,미디어문화학과,미디어문화학부,미디어콘텐츠창작학과,불교문화콘텐츠전공,역사·문화콘텐츠학과,역사·문화콘텐츠학부,역사문화콘텐츠학과,역사문화콘텐츠학부,영상문화학전공,예술학부 문화예술경영전공,융합콘텐츠학과,인문콘텐츠학부 역사콘텐츠전공,인문콘텐츠학부 한일문화콘텐츠학과,종교문화재학과,컬처앤테크놀로지융합전공,한영문화콘텐츠학과,한자문화콘텐츠학과,한중문화콘텐츠학과",10031,문화콘텐츠학과,304
공학계열,"물류시스템공학과,물류시스템학과,스마트물류공학전공,스마트물류시스템공학과,스마트융합공정공학과,정보물류학과,패키징및물류학전공",172,물류시스템공학과,304
사회계열,"경영물류학과,국제물류전공,국제물류학과,국제물류학전공,글로벌물류학부,동아시아물류학부,물류유통학과,물류통상학과,물류통상학부,물류학과,물류학전공,스마트물류학과,스마트항만물류학과,아태물류학부,항공경영물류학과,항공경영물류학전공,항공교통물류학과,항공물류학과,항공해양물류학과,항만물류시스템학과",21009,물류학과,304
교육계열,"과학교육학부 물리교육전공,물리교육과,물리교육전공,사범교육학부",174,물리교육과,304
의약계열,물리치료학과,176,물리치료학과,304
자연계열,"과학기술정책전공,과학기술학부,과학컴퓨팅학과,과학학과,나노물리학과,나노전자물리학과,데이터정보물리학과,물리・광과학과,물리・천문학부,물리·천문학부(물리학전공),물리및공학물리학전공,물리천문학과,물리학과,물리학전공,물리화학부,반도체물리전자학과,반도체물리학과,수학물리학부(물리ㆍ에너지전공),신소재물리학과,에너지과학과,융합전공학부 물리학-나노반도체물리학,응용과학부,응용광물리학과,응용물리전공,응용물리학과,전자물리,전자물리학과,전자바이오물리학과,지구물리학과,지구물리학전공,첨단과학기술학부(반도체물리전공)",177,물리학과,304
인문계열,"미국문화영어학과,미국학과,미국학전공",179,미국학과,304
예체능계열,"Film & Video 전공,게임VR학부,게임엔터테인먼트학과,게임영상콘텐츠학과,게임콘텐츠전공,공연영상콘텐츠학과,광고홍보커뮤니케이션학부 언론영상콘텐츠전공,디자인·영상학부 영상·영화전공,디자인학부(무대영상디자인전공),디지털영상제작전공,멀티미디어영상과,문화영상학부,미디어영상공연학과,미디어영상제작학과,미디어영화영상제작전공,미디어커뮤니케이션학부(영상콘텐츠전공),미디어컨텐츠디자인학과,미디어콘텐츠대학,방송.영상.뉴미디어전공,방송·영상콘텐츠학과,방송영상학전공,방송영화영상학과,사진미디어전공,사진영상미디어전공,아트앤테크놀로지학과,언론영상학과,영상디자인융합전공,영상문화학과,영상미디어전공,영상영화학과,영상예술디자인학과,영상예술학과(영상기획ㆍ제작트랙),영상이론과,영상콘텐츠전공,영상콘텐츠학과,영상학과,영상학전공,영화방송제작학과,영화영상전공,예술학부 사진영상미디어전공,유튜버학과,인플루언서학과,테크노미디어융합학부 글로벌미디어영상학과,테크노미디어융합학부 미디어디자인・영상전공",360,미디어영상학과,304
사회계열,"AI미디어학과,AI융합미디어창업학과,광고영상미디어학과,극작과,글로벌 K-Culture 학부,다이나믹미디어전공,다이나믹미디어학과,디지털미디어학과,디지털영상전공,디지털콘텐츠디자인학부,디지털콘텐츠창작학과,디지털프로덕션전공,문화미디어전공,문화미디어학과,미디어·광고학부,미디어&엔터테인먼트학과,미디어&콘텐츠학과,미디어공학전공,미디어기술콘텐츠학과,미디어문학과,미디어문학전공,미디어스쿨,미디어언론학과,미디어영상광고학과,미디어영상광고학부 언론영상전공,미디어영상연기학과,미디어영상전공,미디어영상학과,미디어전공,미디어창작학과,미디어커뮤니케이션학과,미디어커뮤니케이션학부,미디어커뮤니케이션학전공,미디어콘텐츠전공,미디어콘텐츠학부,미디어콘텐츠학전공,미디어테크놀로지전공,미디어학부,미용예술학과,방송문예창작학과,방송미디어과학과,방송전공,방송제작학전공,뷰티・패션비즈니스학전공,비즈니스커뮤니케이션전공,사회언론정보학부 미디어커뮤니케이션학전공,스포츠미디어연계전공,실용미디어학과,엔터테인먼트학과,영상콘텐츠융합학과,의료홍보미디어학과,저널리즘전공,정보사회미디어학과,정보학부,커뮤니케이션·미디어학부,커뮤니케이션·미디어학전공,커뮤니케이션학부,커뮤니케이션학전공,콘텐츠제작전공",181,미디어학과,304
자연계열,"미생물・분자생명과학과,미생물나노소재학과,미생물소재학과,생명과학부 미생물학전공,의생명과학부 미생물학전공",21010,미생물학과,304
교육계열,"미술교육과,미술교육과(심화전공),응용미술교육과",183,미술교육과,304
예체능계열,"FineArts학부,문화콘텐츠학부(시각문화큐레이터전공),미술·디자인학부(회화·조소),미술과,미술디자인학전공,미술이론과,미술조형전공,미술창작학부,미술학과,미술학과 현대미술전공,미술학과(한국화전공, 서양화전공, 조소전공, 조형예술이론전공),미술학부,미술학부 기독교미술전공,미술학부 생활예술전공,복지융합인재학부 미술문화복지전공,불교미술전공,비주얼아트학과,서예전공,예술학부 무대미술전공,융합예술학부(현대미술전공),입체미술전공,큐레이터학과,트랜스아트과,현대미술학전공",184,미술학과,304
공학계열,"AI반도체융합전공,AI반도체융합학부,AI반도체학부,AI시스템반도체학,글로벌반도체공학과,나노반도체공학과,나노반도체공학전공,나노융합반도체공학부,나노융합스쿨,디스플레이・반도체물리학과,디스플레이·반도체물리학부,디스플레이반도체공학과,디스플레이반도체공학전공,디스플레이학과,물리반도체과학부,반도체・디스플레이학과,반도체・에너지공학과,반도체ㆍ디스플레이스쿨,반도체ㆍ디스플레이학부,반도체ㆍ전자공학부(반도체공학전공),반도체공학과,반도체공학부,반도체공학부(반도체ㆍ디스플레이전공),반도체공학부(반도체설계전공),반도체과학기술학과,반도체과학전공,반도체기계공학과,반도체기계시스템공학과,반도체디스플레이장비운영학과,반도체디스플레이전공,반도체디스플레이학과,반도체물리전공,반도체물리학과,반도체산업융합학과,반도체설계학과,반도체시스템공학과,반도체시스템공학부,반도체시스템공학부 반도체시스템공학전공,반도체시스템융합공학전공,반도체시스템전공,반도체융합공학과,반도체융합학과,반도체응용물리학과,반도체장비공학과,반도체전공,반도체전자공학과,반도체전자공학부(반도체공학전공),반도체정보공학전공,반도체학과,시스템반도체공학과,시스템반도체학부,융합반도체공학과,전기반도체컴퓨터학부,전기전자공학부 반도체공학전공,전자공학부(차세대반도체전공),전자전기정보공학부(나노반도체공학전공),전자정보공학부 반도체공학과,지능형반도체공학과,지능형반도체공학전공,차세대반도체공학전공,차세대반도체학과,첨단융합학부 지능형반도체전공",195,반도체학과,304
의약계열,"방사선학과,방사선화학과",10012,방사선학과,304
사회계열,"DU인재법학부(공공안전법학전공),DU인재법학부(공법학전공),DU인재법학부(사법학전공),경찰법학과,경찰법학전공,고위공직・법학전공,공공안전법학전공,공공인재법무학과,공공인재법학과,공공인재학부(법학전공),공공인적자원학부(사회과학대학),공무원법학과,공법학전공,과학기술법무전공,금융부동산법무학과,기업융합법학과,발명특허학과,법・경찰학과,법・경찰학부,법・공무행정학과,법·행정학부,법ㆍ행정학과,법경영학부,법경찰학과,법경찰학부,법경찰학전공,법과대학,법률전공,법률학과,법률행정학과,법무법학과,법무법학전공,법무비즈니스학부,법무행정복지학과,법학,법학과,법학과/사회과학대학,법학부,법학부 공법(공공서비스법)전공,법학부 법학전공,법학부 사법(비즈니스・정보법)전공,법학부(공공안전법학전공),법학부(법학전공),법학전공,법행정경찰학부,법행정정치학부,법행정학부,비즈니스법전공,사법학전공,융합실무법학전공,인문콘텐츠학부 지적재산권전공,일반법학전공,지식산업법학과,지식재산학과,지식재산학전공,특허법학전공,해사법학부",203,법학과,304
사회계열,"K-푸드창업학과,기술창업학과,벤처중소기업학과,벤처창업학과,빅데이터창업비즈니스학과,스타트업 전공,외식창업학과,지역사회창업학과,창업경영금융학과,창업경영학과,창업지식재산학과,창업컨설팅학과,창업학과",208,벤처창업학과,304
의약계열,"AI보건정보관리학과,공공복지정보관리학과,공공서비스학부(헬스케어서비스전공),공중보건학과,공중보건학전공,바이오헬스융합대학,바이오헬스컨디셔닝학과,보건건강관리학과(보건건강관리전공),보건계열,보건과학대학,보건과학부,보건관리전공,보건관리학과,보건관리학과(자연과학),보건복지학과,보건산업유통학전공,보건안전전공,보건안전학과,보건의료경영전공,보건의료경영학과,보건의료관리학과,보건의료복지학과,보건의료복지학과(인문사회계열),보건의료정보관리학전공,보건의료정보학과,보건의료학부,보건의료행정전공,보건학부,보건환경학과,보건환경학부,뷰티건강디자인학과,산업보건학과,산업보건학전공,산업안전보건전공,산업안전보건학과,실버보건학과,융합보건학과,헬스케어융합학부(자연과학)",210,보건관리학과,304
사회계열,"보건경영학과,보건복지행정학과,보건의료정보관리전공,보건의료행정학과,보건정책관리학부,보건행정·헬스케어학부,보건행정경영학과,보건행정학과,보건행정학부,보건행정학전공,보건환경학전공,복지・보건학부,의약관리학과",214,보건행정학과,304
사회계열,"IT금융부동산계열,경제금융부동산학과,도시및부동산개발학과,도시부동산공학과,도시부동산학,도시부동산학과,부동산・지적학과,부동산개발경영학전공,부동산개발학과,부동산경매중개학과,부동산경영학,부동산관리학과,부동산국토정보학과,부동산금융·자산경영학과,부동산금융보험학과,부동산금융자산학과,부동산금융재테크학과,부동산금융학과,부동산자산경영학과,부동산자산경영학부,부동산재테크학부,부동산전공,부동산지적학과,부동산투자학전공,융합경영학부 세무・부동산학전공,재무부동산학과,재무부동산학전공,휴먼융합서비스학부(부동산비즈니스전공)",221,부동산학과,304
인문계열,"북한학과,정치행정학부 북한학 전공,통일안보북한학과",223,북한학과,304
인문계열,"불교문화학과,불교인문학부,불교학과,불교학부,불교학역경학전공,불교학전공,응용불교학전공",224,불교학과,304
교육계열,"불어교육과,유럽어교육학부 불어교육전공,프랑스어교육과,프랑스어교육전공",225,불어교육과,304
인문계열,"FATI전공,불어불문학과,불어불문학전공,유럽문화학부(프랑스어문학전공),프랑스·아프리카학과,프랑스어과,프랑스어문·문화학과,프랑스어문전공,프랑스어문학,프랑스어문학과,프랑스어문학전공,프랑스어문화학과,프랑스어학과,프랑스어학부,프랑스언어・문화학과,프랑스언어문화학과,프랑스응용어문학전공",226,불어불문학과,304
예체능계열,"K-뷰티소재학과,K-뷰티학과,K뷰티산업융합학과,K뷰티학부,건강뷰티향장학과,공연예술학부(뷰티케어전공),글로벌K-뷰티학과,글로벌메이크업디자인학과,글로벌뷰티테라피&코스메틱학과,글로벌뷰티학과,글로벌의료뷰티학과,메이크업디자인학과,미래융합학부(뷰티산업학과),미용경영학과,미용과학과,미용과학부,미용복지학과,뷰티디자인경영학과,뷰티디자인매니지먼트학과,뷰티디자인전공,뷰티디자인학과,뷰티디자인학부,뷰티매니지먼트학과,뷰티메디컬디자인학과,뷰티메디컬학과,뷰티미용예술학과,뷰티미용전공,뷰티미용학과,뷰티보건학과,뷰티비즈니스학과,뷰티비즈니스학전공,뷰티산업학과,뷰티스타일학과,뷰티아트케어학과,뷰티예술학과,뷰티케어산업학과,뷰티케어전공,뷰티케어학과,뷰티케어학전공,뷰티테라피 & 메이크업학과,뷰티학과,뷰티향장학과,뷰티헬스전공,뷰티화장품전공,선교학부 미용전공,연계전공학부(미용건강관리전공),의료뷰티학과,코스메틱&뷰티테라피학과,토탈뷰티아트학과,토털뷰티디자인학과,패션.미용학부,피부관리학과,피부미용학과,한방미용예술학과,향장미용학과,헤어･메이크업 디자인학과,헤어디자인학과,화장품뷰티학부(뷰티케어학)",10040,뷰티미용학과,304
사회계열,"국제비서사무전공,국제비서학과,비서행정학과",228,비서행정학과,304
공학계열,사이버국방학과,10119,사이버국방학과,304
예체능계열,"공연영상창작학부(사진전공),광고사진영상학과,미술학과 영상예술전공,방송영상과,방송영상전공,방송영상학과,사진미디어과,사진미디어학과,사진영상드론학과,사진영상미디어학과,사진영상콘텐츠학과,사진영상학과,사진영상학부,사진영상학전공,사진예술학과,사진학과",234,사진영상학과,304
인문계열,"국사학과,국사학전공,동양사학과,미술사학과,미술사학전공,박물관학전공,사학,사학과,사학전공,서양사학과,역사・영상콘텐츠학부,역사관광・외교통상학부(역사관광전공),역사관광・외교학부(역사관광전공),역사문화학부,역사문화학부 사학전공,역사문화학전공,역사콘텐츠학과,융합전공학부 국사학-도시역사경관학 전공,한국사학,한국사학과,한국역사학과",236,사학과,304
교육계열,"경영ㆍ금융교육과,사회과교육과,사회과교육과(심화과정),사회과교육과(심화전공),사회교육과,사회교육과(심화전공),상업정보교육과",21012,사회교육과,304
