summary,salery,jobdicSeq,job,aptitude,capacity,major_seqs,major_names
"- 섬유제조원은 섬유로부터 실을 뽑아내는 방적, 연사 기계를 조작하는 일을 담당한다. 
- 작업지시서에 따라 필요한 섬유와 혼합물을 준비한다.
- 섬유를 청결히 하고 솜털같이 하며, 소모를 소모뭉치로 또는 소모뭉치를 리본뭉치로 결합하고, 규정의 품질과 무게를 가진 하나의 가늘게 만든 가닥으로 몇 개의 소모를 결합하는 기계를 조작한다. 
- 방적기와 방사기를 정기적으로 점검하고 이상이 있으면 수리한다.",3천만원 ↑,73,섬유제조원,"- 각종 섬유제품의 특성이나 방적 원리에 대한 지식을 가지고 있어야 하며, 섬유공정에 필요한 기계를 작동해야하므로 기계에 대한 흥미와 적성이 필요하다. 
- 주로 서서 작업을 해야 하기 때문에 신체적으로 건강해야 하며, 인내심과 끈기가 요구된다. 
- 현실형과 예술형의 흥미를 가진 사람에게 적합하며, 리더십, 꼼꼼함, 남에 대한 배려 등의 성격을 가진 사람들에게 유리하다.","섬유기술사, 염색기능사",,
"- 성악가는 독창, 중창, 합창의 형태로 고전 음악 및 가곡을 노래하며, 보통 합창단에 소속되어 합창 발표회를 하거나 독창, 중창회를 개최한다. 
- 음악 악보를 보고 피아노나 오케스트라의 반주에 맞추어 리듬을 확인하고, 노래를 한다. 
- 가사와 음악을 연구하고 다른 성악가 및 반주자와 음색을 조정하기도 하며, 오페라의 등장인물로 출현하여 대사를 음악에 맞추어 표현한다.",3천만원 ↑,313,성악가,"- 타고난 음악적 재능과 예술적 감각을 가지고 있어야 하며, 꾸준히 연습을 해야 하기 때문에 남다른 인내와 끈기가 요구된다. 
- 악보 읽는 법 등 음악적 지식이 필요하며, 화성의 진행이나 악기들의 음색 등을 파악할 수 있는 청력이 요구된다.
- 노래에 대한 열정이 필요하다. 
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 인내, 성취, 책임감 등의 성격을 가진 사람들에게 유리하다.",,283,성악과
"- 성우는 라디오, 텔레비전, 영화녹음 등에서 연기의 감정을 자신의 목소리에 실어 연기한다.  

- 방송 연출가로부터 역할을 배정받고 텔레비전이나 라디오의 각종 프로그램에서 방송극의 내용, 분위기, 대사, 역할 등을 소화하여 목소리 연기를 한다. 

- 외국 영화의 대사를 우리말로 녹음할 때, 배역의 성격과 내용에 따라 어린이, 청소년, 노인 등 다양한 목소리를 연기한다.  

- 영화녹음 또는 외국영화의 대사를 우리말로 녹음하며, 교양프로그램을 해설하거나 라디오와 방송의 사회를 보기도 한다.",4천만원 ↑,270,성우,"- 성우가 되기 위해서는 무엇보다 연기를 위해 성대모사는 자기만의 독특한 목소리를 키우고 가꾸며, 다양한 배역을 소화해내려는 연기에 대한 열정과 노력이 요구된다. 

- 발음 및 억양 교정을 통해 표준어를 정확하게 발음하고 구사할 수 있어야 한다. 

- 언어와 문장에 대한 순발력과 센스가 필요하다. 

- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 스트레스 감내, 사회성, 성취 등의 성격을 가진 사람들에게 유리하다.",,"354, 351, 352","방송연예과, 연극영화과, 연극영화학과"
"- 성직자는 신자들에게 정신적, 도덕적 지도를 하며 교리의 해설과 설교를 하고 종교의식을 거행한다.
- 성직자로는 승려, 목사, 신부 등이 있으며 교리를 해석하고 전달하며 신자들의 고충을 들어 주고 안식을 주는 상담자로서 역할을 수행하는 동시에 사회 지도자로서의 역할도 한다.
- 일반적으로 종교 의례와 의식을 거행하거나 관리하며 창조, 속죄 또는 구원 행사의 의식적 재연을 관장한다. 
- 신도의 가정을 방문하여 신앙심을 고취시키거나 병든 사람을 위로하며, 가난한 사람을 도와주고, 정신적인 결핍을 호소하거나 안식을 갈망하는 사람들을 도와주어 신앙으로 인도한다.",3천만원 ↑,384,성직자,"- 성직자는 교리를 해석하고 전달하기 위해서 종교의 기능, 철학 등에 대한 지식이 필요하며, 언어전달능력 및 상담 능력이 요구된다.
- 다른 종교를 존중하고 이해하며 남을 위해 희생하고 봉사할 수 있어야 한다. 또 성직자가 되기 위해서는 도덕성과 책임감이 요구된다.",,"93, 224, 326, 510","기독교학과, 불교학과, 신학과, 종교교육과"
"- 세무사는 조세에 대한 상담과 자문을 하고, 의뢰인을 대리하여 세무에 대한 각종 서류를 작성하여 세무서에 신고, 신청, 청구하는 등의 일을 한다.
- 사업자의 사업 내용에 대한 회계장부 작성을 대행하고 각종 세무신고를 대신해준다.
- 세무대리인으로서 신고서, 신청서, 이의신청, 심사 및 심판 청구서 등을 작성하여 과세관청에 제출하고, 납세자를 대신하여 과세관청에 대해 의견을 진술하며, 그 결과를 의뢰자에게 통보한다. 또 세무조정계산서 작성 및 성실신고확인, 기타 세무관련 서류를 작성한다.
- 부동산의 개별공시지가 및 주택가격 공시에 대한 이의신청을 대신해준다.
- 기업진단 및 경영컨설팅, 고용보험과 산재보험에 관련된 보험사무대행, 비상장주식의 가치평가, 성년후견인 업무 등도 할 수 있다.",4천만원 ↑,224,세무사,"- 세무사는 정확한 수량화와 체계화를 위한 분석이 필요하기 때문에 뛰어난 수학적 능력과 분석적 사고능력을 갖추어야 한다. 
- 고객의 정보를 보호하고 세무업무의 공정성과 정확성을 위해 강한 윤리 의식과 책임감, 성실함, 치밀하고 꼼꼼한 성격이 요구된다.
- 신뢰감을 줄 수 있는 태도와 원만한 대인관계를 갖추어야 한다. 
- 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 신뢰성, 꼼꼼함, 정직성 등의 성격을 가진 사람들에게 유리하다.",세무사,"23, 25, 203, 286, 287, 298, 591, 662","경영학과, 경제학과, 법학과, 세무학과, 세무회계과, 수학과, 통계학과, 회계학과"
"- 세탁원은 더러워진 의복, 침구류, 피혁제품 등을 제품의 변형 없이 깨끗하게 세탁하는 일을 담당한다. 
- 고객으로부터 의뢰 받은 세탁물을 옷감의 종류에 따라 분류한다.
- 의류, 침구류 등에 묻은 얼룩 및 더러움을 제거하기 위해 손으로 세탁을 하거나 특수 용제와 세제를 사용하여 세탁을 한다. 
- 세탁 및 건조가 끝난 세탁물은 종류와 형태에 따라 주름을 잡고 다림질을 한다. 
- 드라이클리닝이 필요한 세탁물은 따로 드라이클리닝 기계에 넣고 세탁방법, 시간, 회전수 등을 조정하여 기계를 가동하고 세탁이 완료되면 건조장치를 가동하여 물기를 제거한다.",2천만원 ↑,166,세탁원,"- 섬유 소재에 관한 지식 및 세탁 방법, 드라이클리닝 및 얼룩제거에 대한 기술과 세탁물을 빠르고 신속하게 분류하고 세탁 기계를 조작할 수 있는 능력이 요구된다. 
- 고급 의류 및 신종 섬유 의복을 세탁할 수 있는 새로운 세탁 방법에 대해서도 꾸준히 습득하려는 노력이 필요하며, 장시간 동안 서서 작업하는 경우가 많으므로 강인한 체력이 요구된다. 
- 세탁원들이 간단한 의류수선을 겸하는 경우도 많으므로 성격이 꼼꼼하고 세심한 사람에게 적합하다. 
",세탁기능사,,
"- 소믈리에는 와인을 취급하는 호텔이나 레스토랑, 바(Bar), 와인 전문점에서 고객이 주문한 요리에 어울리는 와인을 추천하고 고객의 취향을 파악하여 고객이 원하는 와인을 감정하고 골라주는 일을 담당한다. 

- 호텔이나 레스토랑에서 고객이 주문한 요리에 적합한 와인을 추천하고 와인의 맛과 특징, 원산지 등을 설명한다. 

- 와인의 품목을 선정하고 이에 따른 와인 리스트를 작성하며 와인의 보관과 관리의 책임을 진다.

- 맛을 보고 포도의 품종, 숙성방법, 원산지, 수확연도 등을 맞추는 블라인드테스팅을 통해 어울리는 음식, 장소, 대상 등을 연구한다.",3천만원 ↑,167,소믈리에,"- 각종 와인의 종류와 맛, 음식과의 궁합에 대해 알고 있어야 하며, 이를 위해 포도의 품종, 숙성방법, 원산지, 수확연도 등 와인의 특징과 보관방법에 대한 풍부한 지식이 요구된다. 

- 와인을 서비스하는데 필요한 기본적인 기물이나 장비들을 자유롭게 사용할 수 있어야 하며, 고객이 편안하게 와인을 즐길 수 있도록 하는 고객 서비스 정신이 요구된다. 

- 와인을 좋아해야하며, 계속해서 변화하는 와인의 세계적 흐름을 파악하고 이에 대해 공부하는 자세가 필요하다.",,"45, 46, 318, 320, 375, 376, 643","관광경영과, 관광경영학과, 식품영양학과, 식품조리과, 외식산업과, 외식산업학과, 호텔경영과"
"- 소방관은 화재를 예방하거나 진압한다. 
- 사고나 재난 발생 시 긴급구조 및 구급출동 등 국가의 인명을 구조하고 재산을 보호한다.
- 화재 예방 활동으로 학교, 병원, 시장 등의 건축물 소방시설의 안전 점검을 하거나 건물 주변에 위험요소가 있는지 순찰한다.
- 화재가 발생했을 때 신속히 출동하여 화재를 진압하며, 소방용수 시설을 관리하여 소화 용수를 효과적으로 공급한다. 또 소방훈련을 통해 실제상황에 대비하기도 한다. 
- 교통사고, 건물 붕괴 등의 사고가 발생했을 때 119구조대의 인명구조 활동, 위급한 환자와 장애인의 병원이송 활동, 각종 재해로 인한 피해 복구 등의 활동을 한다.
- 소방기구, 호스, 소화기 등의 각종 소방장비와 건물의 소방설비를 점검한다.
- 소방항공대는 소방헬기 등을 이용하여 인명구조, 화재진압, 응급환자 공중수송, 공중방역 및 방제 활동을 한다.
- 수난구조대는 강이나 호수에서 발생하는 각종 수난사고 발생 시 구조활동을 한다.",4천만원 ↑,385,소방관,"- 소방관은 상황 대처 능력과 신속하게 일을 처리하는 능력이 필요하며 강한 체력이 있어야 한다. 
- 자신보다 남을 귀중히 여기는 투철한 희생정신과 봉사정신이 필요하다. 
- 비상시에 동료와 함께 단합하는 협동심이 요구되고, 소방차량 및 각종 진화장비에 대한 철저한 준비와 안전의식이 요구된다.   
- 사회형과 현실형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 협조심, 리더십 등의 성격을 가진 사람들에게 유리하다.","응급구조사, 소방설비산업기사, 소방설비기사, 소방시설관리사, 소방기술사, 화재조사관, 소방안전교육사","288, 399, 639","소방안전관리과, 응급구조과, 행정학과"
"- 소설가는 소설의 주제를 결정하고 그 주제를 가장 효과적으로 나타낼 수 있는 소재들을 찾아 적절하게 구성하여 예술적으로 표현한다. 
- 소재를 찾기 위해 취재를 하거나, 다양한 사람들과 접촉 등을 통해 정보를 수집하고 창작에 반영한다.
- 소설의 줄거리나 등장인물을 결정하고 등장인물의 성격, 줄거리 전개, 심리묘사, 사회적 배경 등을 구상하여 작품을 쓴다.
- 다양한 소재와 시대적 배경을 다루는 작가가 많지만, 역사, 추리, 애정, 공상과학 등 특정 분야를 전문적으로 쓰는 작가들도 있다.",2천만원 ↓,973,소설가,"- 인간과 사물에 대한 세밀한 관찰력과 호기심, 그리고 관찰한 것을 글로써 잘 표현해낼 수 있는 문장력과 언어감각, 그리고 창의력이 요구된다. 
- 항상 새로운 아이디어를 생산해야 하는 스트레스를 잘 견디어낼 수 있는 인내심과 대처능력이 필요하다. 
- 아이디어를 명확한 논리와 풍부한 감성으로 문장화할 수 있는 능력을 갖추고 있어야 한다. 
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 독립성, 혁신, 성취 등의 성격을 가진 사람들에게 유리하다.",,"69, 163, 164","국어국문학과, 문예창작과, 문예창작학과"
"- 소음진동기술자는 각종 공사현장 등에서 기계 및 장비의 사용으로 발생하는 소음과 진동을 측정하고, 생활환경을 오염시키는 소음 및 진동을 최소화하고 해소할 수 있는 방법에 대해 연구, 개발한다. 
- 소음과 진동을 측정, 분석하고 소음과 진동의 원인을 제거 또는 감소시킬 수 있는 방지시설이나 방법 등을 연구, 개발한다.  
- 소음방지시설의 타당성을 검토하고 시공이나 운전상의 문제점 등을 점검하고 평가하여, 이에 대한 해결책을 제시한다.  
- 환경통제 또는 환경보호의 한 분야를 전문으로 연구·개발하기도 한다.",4천만원 ↑,539,소음진동기술자,"- 물리 및 환경 공학과 관련된 지식을 가지고 있어야 하며, 소음진동검사 결과를 왜곡 없이 객관적으로 처리할 수 있는 도덕성과 직업윤리의식이 요구된다. 
- 현장을 직접 찾아다니면서 소음진동 등을 검사해야 하므로 신체적으로 건강해야 하며, 청각에 별다른 이상이 없어야 한다.  
- 소음 및 진동의 원인을 규명하고 이를 창의적이고 논리적 방법으로 해결할 수 있는 문제해결능력이 요구된다. 
- 현실형과 탐구형의 흥미를 가진 사람에게 적합하다.","소음진동산업기사, 소음진동기사, 소음진동기술사","215, 653, 654, 658, 659","보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과"
"- 속기사는 속기문자를 사용하여 발언자의 발언내용을 받아쓰거나 컴퓨터속기기계로 기록한다. 
- 회의, 강연, 강의, 좌담회 등에서 발언내용을 속기부호로 받아쓰거나 타이핑하고, 이를 다시 평상문자로 번역하여 내용을 수정, 편집하여 문서로 작성하는 일을 수행한다. 
- 정확을 기하기 위해 발언내용을 담은 녹음테이프를 가지고 확인하기도 하며, 녹음된 구술사항을 듣고 속기 자료를 검토한다.  
- 어려운 외래어와 술어는 사전이나 전문서적 등의 자료를 참고하며 경우에 따라서는 제한된 범위의 사무 업무나 타자 업무를 하기도 한다.",3천만원 ↑,459,속기사,"- 집중력, 기억력이 필요하며 청력과 판단력을 갖추어야 한다. 맞춤법, 작문법, 문법에 관한 지식과 컴퓨터 및 장비를 능숙하게 조작할 수 있어야 한다.
- 침착하고 꼼꼼한 성격을 가진 사람에게 유리하며, 장시간 컴퓨터로 작업해야 하므로 건강한 체력과 끈기가 있어야 한다. 
- 현실형과 관습형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 정직성, 독립성 등의 성격을 가진 사람들에게 유리하다.","한글속기 3급, 한글속기 2급, 한글속기 1급","69, 227, 228","국어국문학과, 비서행정과, 비서행정학과"
"- 손해사정은 보험가입자에게 사고로 인하여 손해가 발생했을 때 그 손해액을 결정하고 보험금을 객관적이고 공정하게 산정하는 업무를 수행한다. 
- 사고 발생에 관한 정확한 자료를 수집하여 조사, 분석하고, 보상범위를 결정하기 위해 보상협상사무원의 보고서를 조사하고 유사한 보험사례나 판례들을 검토한다.
- 사고현장조사와 손해사실을 확인하며, 증거를 수집하여 실제 손해 정도를 판단한다.
- 보상청구의 타당성 여부와 협상이 회사의 관례 및 절차에 따라 이루어졌는지 확인하고, 보험금 청구의 적정성을 심사하기 위해 변호사, 의사 등의 자문을 구한다.
- 조사 자료와 보험약관 등을 분석ㆍ정리하고 지급해야 할 보험금을 산출하고, 손해사정 보고서를 작성한다.",4천만원 ↑,226,손해사정사,"- 사고에 대한 정확한 자료수집, 조사 및 판단능력이 요구되며 통계학적 계산을 신속하고 정확하게 할 수 있는 수리능력이 필요하다.
- 보험회사와 피보험자 간의 이해관계에 얽매이지 않고 공정하고 객관성 있게 업무를 수행할 수 있는 정직성과 책임감이 요구된다. 
- 관습형과 사회형의 흥미를 가진 사람에게 적합하며, 정직성, 스트레스 감내, 신뢰, 리더십 등의 성격을 가진 사람들에게 유리하다.",손해사정사,"23, 24, 82, 83, 203, 286, 287, 298, 591, 662","경영학과, 경영회계정보과, 금융경영과, 금융보험학과, 법학과, 세무학과, 세무회계과, 수학과, 통계학과, 회계학과"
"- 쇼핑호스트는 다양한 홈쇼핑 전문채널에서 각종 상품에 대한 정보를 제공하여 소비자들의 구매를 유도하는 일을 한다. 
- 담당 PD와 작가가 상품설명과 가격 등을 토대로 기본적인 대본을 작성하면 이 대본을 토대로 쇼핑호스트들이 시청자들에게 상품을 설명한다. 
- 시청자들의 제품에 대한 관심을 유도하고 제품에 대한 설명과 소비자들의 궁금한 사항을 설명한다. 
- 소비자들을 대신해 상품을 확인하고 상품의 기능과 특성, 장단점 등의 정보를 제공한다. 
- 제품을 판매하는 연출에 필요한 촬영, 무대장치, 편집 등의 기술적인 업무를 계획하고, 조정하기도 한다. 
- 최근에는 쇼핑호스트의 분야가 더욱 전문화되어 패션, 보석, 요리, 미용 등 각각의 분야로 나뉘기도 한다.",4천만원 ↑,178,쇼핑호스트,"- 정확한 언어구사력과 긴시간동안 사람들의 관심을 집중시킬 수 있는 화술이 필요하다. 
- 다양한 분야에 대한 상식과 시장동향, 개인의 소비심리에 대한 지식을 갖추어야 한다.  
- 순간적인 위기에 대처할 수 있는 능력과 순발력이 요구되고, 정보를 재미있게 전달할 수 있는 재치가 있어야 한다.
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 적응성, 스트레스 감내, 협조심 등의 성격을 가진 사람들에게 유리하다.",,"69, 199, 243, 322, 344, 351, 352","국어국문학과, 방송영상과, 사회학과, 신문방송학과, 언론홍보학과, 연극영화과, 연극영화학과"
"- 수의사는 개나 고양이 같은 소동물(반려동물), 소나 돼지같은 대동물(산업동물), 물고기나 어패류같은 수생동물까지 질병과 상해를 예방, 진단, 치료하고 이를 위해 연구하고 자문한다.  

- 아픈 동물을 대상으로 기존의 병력과 진찰, x-ray 및 초음파 등의 각종 검사를 통해 질병의 원인을 진단하고 그에 따른 처방 및 치료를 한다.

- 동물의 분만을 돕거나 외과수술도 시행한다.  

- 광견병이나 조류독감, 돼지콜레라, 광우병 등의 동물질병에 대한 역학조사를 하고, 축산농가의 위생을 관리하여 질병을 예방한다.

- 시중에 유통되는 육류, 우유, 계란 등 다양한 축산물에 대해 검사와 수입통관되는 축산물에 대한 검역을 실시한다.

- 동물원의 동물과 수족관의 수생동물 등 각종 동물의 영양상태를 관리하고 이들의 번식 및 사육, 질병과 관련하여 일을 하기도 한다.

- 연구를 위해 길러지는 실험동물을 관리한다.",4천만원 ↑,15,수의사,"- 수의사는 세심한 관찰력이 필요하며, 돌발 상황 시 침착하게 문제를 해결할 수 있는 문제해결능력, 자기통제능력이 요구된다. 

- 세밀한 관찰력과 꼼꼼한 사람에게 유리하며, 의연하게 대처할 수 있는 침착성과 인내심, 끈기가 필요하다.

- 탐구형과 사회형의 흥미를 가진 사람에게 적합하며, 신뢰, 정직, 책임감 등의 성격을 가진 사람들에게 유리하다.",수의사,"126, 265, 296","동물자원학과, 생물학과, 수의학과"
"- 수질환경연구원은 지역의 수질오염상태를 측정하고, 연구와 실험분석을 통해 수질오염개선 및 방지에 대한 대책을 연구한다.  
- 수질오염 측정 및 분석 도구를 이용하여 지역의 수질 특성과 수질 오염 정도를 조사하고 측정분석 한다. 
- 폐수 등의 견본을 수집하고 원인을 조사하며, 조사한 자료를 분석하여 오염원인을 분석하고 방지대책을 세우거나 기계를 제작한다. 
- 이미 발생한 수질오염 또는 수질오염물질을 제거ㆍ감소하기 위한 방법에 대해 실험하고 연구한다. 
- 수질을 정화시키고 수질오염을 감소 또는 방지하기 위한 오염방지시설의 설계 및 시공에 관여하며, 수질정화 및 살균 공정과정 등에 대해 연구한다.",4천만원 ↑,1255,수질환경연구원,"- 기본적으로 수학, 물리, 화학 등 자연과학 교과목에 흥미와 소질이 있어야 하며, 문제해결을 위해 창의적이고 논리적으로 사고할 수 있는 능력이 요구된다. 
- 실험실에서 장시간 실험하고 분석하는 일이 많으므로 꼼꼼한 관찰력, 세심함, 끈기 등이 필요하며, 컴퓨터 운용능력도 요구된다. 
- 또한 수질환경 문제를 해결하고 수질환경을 보존하여 사회에 이바지한다는 소명감을 가지고 있어야 한다. 
- 탐구형과 관습형의 흥미를 가진 사람에게 적합하다.","수질환경산업기사, 수질환경기사, 수질관리기술사","653, 654, 658","환경공학과, 환경과학과, 환경보건학과"
"- 수학연구원은 수학적 지식과 이론을 발전시키기 위한 연구를 수행하며 수학적 이론과 기법을 활용하여 경제학, 과학, 공학, 물리학 등의 관련 문제를 해결하기 위한 연구를 한다.  
- 대수학, 기하학, 확률과 같은 전통적인 수학분야와 자연과학, 엔지니어링, 컴퓨터공학이나 연산연구, 사업이나 경영과 같은 기타분야의 문제해결을 위한 논리학 및 응용수학기술과 같은 분야에서 수학적 지식을 확장하기 위한 연구를 수행한다. 
- 수학은 크게 순수수학과 응용수학으로 나뉘며, 순수수학연구원은 자연현상을 관찰해 얻어진 일반적인 생각을 논리적 모순이 없는 하나의 수학적 모형으로 형성한 다음 그 모형을 분석하여 이론을 개발한다. 
- 응용수학연구원은 순수수학 연구를 통해 얻어진 수학적 모형을 암호학, 컴퓨터 공학이나 연산연구, 엔지니어링, 금융 수학 등에 적용하는 과정에 대한 연구를 수행한다.",4천만원 ↑,17,수학연구원,"- 새로운 것에 대한 탐구정신과 호기심이 요구된다. 
- 수학에 대한 전문적 지식을 가지고 있어야 하며 수학 공식 및 수학적 지식을 이해하여 실제에 응용적용할 수 있는 능력이 요구된다.
- 문제해결을 위한 논리적 사고 및 분석력, 그리고 새로운 방법으로 문제해결을 시도할 수 있는 창의력이 필요하다. 
- 탐구형과 관습형의 흥미를 가진 사람에게 적합하며, 분석적 사고, 꼼꼼함, 신뢰 등의 성격을 가진 사람들에게 유리하다.",,"298, 591","수학과, 통계학과"
"- 스턴트맨은 연극, 영화, 드라마 등에서 주연 배우를 대신하여 춤, 수영, 스케이팅, 승마 등의 특수한 기술을 요하는 역할이나 주연 배우가 하기 힘든 고난위도의 연기를 대신하는 일을 담당한다. 

- 각 장면에서 연출되는 특정 상황에 맞는 복장이나 분장을 하고 감독의 지시에 따라 액션연기, 춤, 수영, 스케이팅, 피아노 연주 등의 특수한 기술을 요하는 역할을 연기한다. 

- 주연 배우를 대신하여 고공낙하, 자동차나 말에서 뛰어내리기, 폭발 직전의 건물에서 뛰어나오기 등의 위험한 연기를 대신하기도 한다. 

- 영화배우나 연극배우, 탤런트, 광고출연인 등의 역할을 돕거나, 상황에 따라 필요한 경우 다수 혹은 소수의 출연진이 지시에 따라 지정된 복장으로 역할을 한다. 

- 주연을 대신하여 달리는 자동차나 말에서 뛰어내리는 위험하거나 특수한 연기를 하기도 하며, 장면의 효과를 높이기 위해 단역으로 출연하기도 한다.",3천만원 ↑,314,스턴트맨,"- 신속한 상황판단 능력과 순발력, 운동신경 및 위기대처능력이 요구된다.  

- 춤, 스케이팅, 승마, 무술 등의 전문적 기술과 연기능력을 갖추고 있어야 한다.  

- 예술형과 진취형의 흥미를 가진 사람에게 적합하며,  협조심, 적응력, 신뢰성 등의 성격을 가진 사람들에게 유리하다.",,"354, 351, 352, 368","방송연예과, 연극영화과, 연극영화학과, 영화과"
"- 스포츠강사는 공공 및 사설 체육시설 등에서 일반인들을 대상으로 건강 유지 및 증진, 스트레스 해소, 여가선용의 목적을 충족시켜주기 위해 여러 운동 프로그램을 개발하고 일반인들에게 가르치는 일을 담당한다. 
- 일반인들에게 근육 단련이나 건강 유지의 목적을 위해 규칙적인 운동 방법을 가르쳐주며 체중 조절을 위한 식이요법에 대한 정보를 제공하기도 한다. 
- 수영, 태권도, 에어로빅, 골프 등 각 운동 종목의 기본 동작 및 응용 동작을 가르치고 숙달할 수 있도록 도와준다. 
- 긴장된 근육을 풀어주거나 안전사고가 발생했을 때에는 응급조치를 실시한다.",2천만원 ↑,421,스포츠강사,"- 긍정적이며 적극적이고 명랑한 성격의 소유자에게 적합한 직업이며, 예기치 못한 안전사고가 발생했을 때 신속하고 정확하게 응급처치를 할 수 있는 능력이 요구된다. 
- 각종 운동기구 및 안전관리에 대한 지식을 가지고 있어야 하며, 타인의 운동을 지도하는 입장이므로 리더십이 요구된다. 
- 예술형과 현실형의 흥미를 가진 사람에게 적합하며, 자기통제 능력, 배려, 사회성 등의 성격을 가진 사람들에게 유리하다.",생활체육지도사,"140, 241, 242","레크리에이션과, 사회체육과, 사회체육학과"
"- 스포츠에이전트는 스포츠 관련 프로그램 및 서비스를 개발하고 운영을 위한 기획 및 절차를 조직하여 조정관리한다.
- 시합이나 경기에 관한 정보를 수집하고 훈련과정을 설계하기도 하며 스포츠 관련 회사와 소속선수를 연결하여 계약을 성사시킨다. 
- 선수를 돌보고 스케줄 관리를 하는 것은 물론 선수의 이미지관리, 운동량 관리, 광고계약 체결, 연봉 협상, 언론 홍보, 팬클럽 관리 등을 한다. 
- 선수의 잠재능력을 파악해 상품 가치를 높여주며 계약을 맺은 선수의 훈련 프로그램과 의료혜택지원, 법률 서비스를 지원한다.",3천만원 ↑,1088,스포츠에이전트,"- 스포츠에이전트는 국내우수 선수의 해외진출 협상테이블에서 계약을 성사시킬 수 있는 명석한 판단력과 외국어 실력, 국제경영 감각이 요구된다.
- 미래 가치성이 있는 유망한 선수를 발굴 할 수 있는 통찰력과 분석력, 스포츠 마케팅 전략을 위해 원만한 대인 관계가 요구된다.
- 진취형과 사회형의 흥미를 가진 사람에게 적합하며, 사회성, 지가통제 능력, 리더십 등의 성격을 가진 사람들에게 유리하다.",,"23, 25, 203, 242, 306, 552","경영학과, 경제학과, 법학과, 사회체육학과, 스포츠건강관리학과, 체육학과"
"- 스포츠트레이너는 운동선수들의 건강상태를 확인하고 선수들이 경기에서 최상의 컨디션을 발휘할 수 있도록 조언하고 훈련을 시키는 일을 한다. 
- 운동감독 및 코치와의 협의를 통해 운동 종목, 선수들의 포지션과 선수 개인의 기량에 따라 필요한 운동량을 결정하고 근육 단련을 위해 규칙적 운동과 식이요법을 지시한다.
- 부상을 당한 선수들에 대해 응급조치를 취하며 의사의 진단결과에 따라 재활훈련을 계획하고 실시한다. 
- 선수들의 부상을 예방하기 위해 선수들의 몸을 마사지하고 안전교육을 실시한다.",3천만원 ↑,392,스포츠트레이너,"- 트레이닝을 담당하고 있는 관련 종목에 대한 지식과 다양한 기술을 알고 있어야 하며, 선수를 이끌 수 있는 지도력과 통솔력, 의사소통능력이 요구된다. 
- 선수들의 체력과 체중을 효과적으로 관리할 수 있는 다양한 운동 방법 및 스포츠와 관련된 의학 지식이 요구된다. 
- 선수의 기량과 능력에 따라 운동량과 식이요법을 지시할 수 있는 분석력과 판단력이 요구된다. 
- 사회형과 현실형의 흥미를 가진 사람에게 적합하다.",,"175, 176, 241, 242, 551, 552","물리치료과, 물리치료학과, 사회체육과, 사회체육학과, 체육교육과, 체육학과"
"- 축구, 야구, 배구 등 각종 스포츠와 관련된 정보를 수집·분석하여 보도 자료를 정리한다.  
- 경기 일정이 잡히면 참가하는 팀과 선수 등에 대해 공부하고, 각 팀의 최근 경기를 담은 영상물을 보기도 하고, 외국의 인터넷 사이트에서 정보를 얻기도 한다.
- 방송을 통하여 스포츠 경기를 설명·해설한다.",4천만원 ↑,1437,스포츠해설가,"- 평소 스포츠에 관심이 많고, 스포츠 관련 지식이 풍부하여야 한다.
- 스포츠 경기를 시청자들에게 말로 전달해야 하기 때문에 언어구사능력, 어휘력, 순발력, 센스, 그리고 다양한 형태로 묘사하는 능력이 필요하다.",,552,체육학과
